26,k2,-88689996.291305
26,k3,-88200831.093325
26,k4,-87905825.300407
26,k5,-87500600.896376
26,k6,-87242761.082449
26,k7,-86931472.634642
26,k8,-86697858.522517
27,k2,-88689997.283071
27,k3,-88200826.568427
27,k4,-87905825.817742
27,k5,-87479261.940598
27,k6,-87240276.703622
27,k7,-86948335.923522
27,k8,-86740043.171995
28,k2,-88689996.737680
28,k3,-88200832.564057
28,k4,-87905827.050548
28,k5,-87500847.922316
28,k6,-87244355.892915
28,k7,-86953908.623926
28,k8,-86702994.782721
29,k2,-88689995.511902
29,k3,-88200830.934751
29,k4,-87796145.512937
29,k5,-87585931.513145
29,k6,-87184129.309463
29,k7,-86948376.678768
29,k8,-86702243.740985
2,k2,-88690001.108724
2,k3,-88200824.255012
2,k4,-87904310.941808
2,k5,-87584995.012496
2,k6,-87262586.208456
2,k7,-86931471.213716
2,k8,-86698451.553609
30,k2,-88689995.899577
30,k3,-88200833.091689
30,k4,-87797127.774808
30,k5,-87500879.276734
30,k6,-87184131.157188
30,k7,-86928957.385521
30,k8,-86700406.042189
31,k2,-88689995.195550
31,k3,-88200830.264324
31,k4,-87797125.677957
31,k5,-87500837.629325
31,k6,-87240272.167092
31,k7,-86948353.613212
31,k8,-86796854.056064
32,k2,-88689996.580893
32,k3,-88200825.357017
32,k4,-87797125.954971
32,k5,-87503152.546017
32,k6,-87244302.451706
32,k7,-87015549.282327
32,k8,-86803535.812079
33,k2,-88689996.313770
33,k3,-88200832.070092
33,k4,-87797126.642033
33,k5,-87500841.644062
33,k6,-87242749.098567
33,k7,-87013583.294872
33,k8,-86700479.201933
34,k2,-88689995.747158
34,k3,-88200831.685778
34,k4,-87904312.069957
34,k5,-87642208.559580
34,k6,-87281080.814794
34,k7,-87005924.450609
34,k8,-86698447.575202
35,k2,-88689996.154044
35,k3,-88200832.069914
35,k4,-87904398.395690
35,k5,-87479260.947143
35,k6,-87240275.753366
35,k7,-86948356.777149
35,k8,-86702128.464546
36,k2,-88689996.065916
36,k3,-88200823.972064
36,k4,-87904346.560333
36,k5,-87644647.254393
36,k6,-87240268.631322
36,k7,-86928966.111147
36,k8,-86701156.922071
37,k2,-88689996.134255
37,k3,-88200829.665179
37,k4,-87797129.421779
37,k5,-87501878.653341
37,k6,-87331409.591562
37,k7,-86941977.742005
37,k8,-86796634.094895
38,k2,-88689996.161601
38,k3,-88200831.191953
38,k4,-87880948.465325
38,k5,-87500836.151187
38,k6,-87185065.087493
38,k7,-86928983.154945
38,k8,-86697364.079702
39,k2,-88689994.403968
39,k3,-88200827.241496
39,k4,-87797129.455213
39,k5,-87503140.055228
39,k6,-87263603.986712
39,k7,-86953671.927888
39,k8,-86733354.630973
3,k2,-88689996.695685
3,k3,-88200825.268177
3,k4,-87904306.013147
3,k5,-87500612.813209
3,k6,-87349938.541538
3,k7,-87097420.951660
3,k8,-86702840.531355
40,k2,-88689995.660295
40,k3,-88200832.484380
40,k4,-87797125.832355
40,k5,-87500837.349902
40,k6,-87265125.175091
40,k7,-87008243.765675
40,k8,-86697909.411585
41,k2,-88689996.379591
41,k3,-88200831.611255
41,k4,-87796142.972079
41,k5,-87504673.440021
41,k6,-87184125.035582
41,k7,-86928962.209293
41,k8,-86703801.858094
42,k2,-88689996.728456
42,k3,-88200828.870962
42,k4,-87880929.508088
42,k5,-87642205.774914
42,k6,-87184130.298198
42,k7,-87049013.613442
42,k8,-86702252.195185
43,k2,-88689996.025938
43,k3,-88200827.511770
43,k4,-87905826.792614
43,k5,-87501877.126887
43,k6,-87185070.573245
43,k7,-86953840.753581
43,k8,-86697380.801815
44,k2,-88689996.774028
44,k3,-88200833.473998
44,k4,-87797126.202069
44,k5,-87585021.805205
44,k6,-87240268.268819
44,k7,-86928964.935017
44,k8,-86695110.333821
45,k2,-88689996.274530
45,k3,-88200834.133005
45,k4,-87880943.909488
45,k5,-87500839.447617
45,k6,-87328984.257581
45,k7,-86952308.487942
45,k8,-86702200.872307
46,k2,-88689996.484918
46,k3,-88200829.974595
46,k4,-87797125.821226
46,k5,-87503142.556059
46,k6,-87184163.301054
46,k7,-87005928.381794
46,k8,-86702071.471696
47,k2,-88689996.183226
47,k3,-88200831.522488
47,k4,-87797126.400240
47,k5,-87500601.807769
47,k6,-87348878.143393
47,k7,-86932483.526819
47,k8,-86699423.225594
48,k2,-88689996.682096
48,k3,-88200830.414650
48,k4,-87904310.071930
48,k5,-87503131.641790
48,k6,-87242810.921853
48,k7,-87005938.671615
48,k8,-86697354.690729
49,k2,-88689996.491489
49,k3,-88200827.274720
49,k4,-87797129.506445
49,k5,-87479260.627985
49,k6,-87185086.019014
49,k7,-87013347.565334
49,k8,-86885304.596563
4,k2,-88689996.508312
4,k3,-88200829.977806
4,k4,-87903256.318445
4,k5,-87501869.832183
4,k6,-87267614.455034
4,k7,-86928957.498358
4,k8,-86695107.760345
50,k2,-88689997.042849
50,k3,-88200826.430988
50,k4,-87903252.664704
50,k5,-87500587.124545
50,k6,-87244424.028641
50,k7,-86949366.989677
50,k8,-86697875.414801
5,k2,-88689996.123612
5,k3,-88200831.319423
5,k4,-87796168.176506
5,k5,-87499568.286205
5,k6,-87184146.205850
5,k7,-87043110.053167
5,k8,-86796787.847993
6,k2,-88689996.111466
6,k3,-88200827.411731
6,k4,-87796144.952088
6,k5,-87503132.659880
6,k6,-87242779.919568
6,k7,-86948340.747057
6,k8,-86797031.830641
7,k2,-88689995.464559
7,k3,-88200830.525642
7,k4,-87905828.358188
7,k5,-87500617.568971
7,k6,-87184165.299996
7,k7,-87097394.265893
7,k8,-86702926.588303
8,k2,-88689996.277938
8,k3,-88200829.101527
8,k4,-87796145.780411
8,k5,-87501906.275511
8,k6,-87240261.557122
8,k7,-87005910.520753
8,k8,-86702133.392115
9,k2,-88689997.088108
9,k3,-88200833.146981
9,k4,-87880934.359855
9,k5,-87585019.952572
9,k6,-87240261.250900
9,k7,-86949373.634973
9,k8,-86697379.768393
